Lemma,SFI Rank,SFI,Adjusted Frequency per Million (U),definition
tire,1331,58.12,65,lose energy and feel that you need to rest
spring,1332,58.11,65,time of year when plants start growing after winter
spirit,1333,58.09,64,part of a person that is not physical and believed to be the source of human emotions and character
lunch,1334,58.09,64,light meal eaten in the middle of the day
actual,1335,58.08,64,"real or existing in fact, not imagined; real"
pool,1336,58.08,64,large container or hole that is filled with water and used for people to swim in
battle,1337,58.08,64,military fight between armies
tradition,1338,58.08,64,"way of thinking, and behaving that was used for a long time"
cash,1339,58.07,64,physical money (not credit card or digital)
hardly,1340,58.06,64,clearly or undoubtedly not; very little
award,1341,58.06,64,to give a prize for doing something well
coach,1342,58.06,64,"person who teaches others how to do (sport, job)"
experiment,1343,58.06,64,test performed to assess new ideas or theories
consideration,1344,58.06,64,careful thought; thinking about something
strange,1345,58.06,64,unusual or odd; surprising because unexpected
code,1346,58.06,64,a password made of a set of letters or numbers
possibly,1347,58.04,64,"may be true or likely, but is uncertain"
threat,1348,58.04,64,warning of probable trouble
accident,1349,58.04,64,"sudden unplanned event causing damage, injury, etc."
impossible,1350,58.04,64,very unlikely to happen or exist
revenue,1351,58.04,64,money that is made by or paid to a business
enable,1352,58.04,64,to make it possible to do something
afraid,1353,58.03,63,worried that something bad will happen; scared
active,1354,58.03,63,moving around a lot or doing many things
conclude,1355,58.02,63,to stop or finish; to come to the end of something
religious,1356,58.01,63,concerning religion or faith
cancer,1357,58.01,63,any growth caused by abnormal cell division
convince,1358,58.01,63,"to persuade someone, or make them feel sure"
vary,1359,58.01,63,"to be changeable, both up and down"
environmental,1360,58,63,of the natural world in which plants and animals live
sun,1361,58,63,the hot shining star the earth moves around
healthy,1362,57.99,63,in good condition physically (or financially); not ill or bad
blow,1363,57.98,63,to move something using air
volume,1364,57.97,63,"level of sound produced by an object, such as a radio or television"
location,1365,57.97,63,particular position or area
invest,1366,57.97,63,to use resources to build for the future
proceed,1367,57.97,63,to continue to do something; carry on
wash,1368,57.97,63,to clean someone or something with soap and water
actor,1369,57.96,63,"person who acts in the theater, movies, or tv"
glad,1370,57.96,63,happy that something happened; pleased
tape,1371,57.96,62,to stick things together using an adhesive strip
whereas,1372,57.96,62,taking into consideration the fact that
opposite,1373,57.95,62,across from or on the side facing something
stone,1374,57.95,62,"hard, solid piece of rock"
sum,1375,57.95,62,amount when all is added together; total
murder,1376,57.95,62,crime of deliberately killing a person
monitor,1377,57.94,62,electronic screen on which you can see images
soldier,1378,57.94,62,person who is in the military
finance,1379,57.94,62,control of money a person/business has access to
hate,1380,57.93,62,to have a very strong feeling of dislike for
egg,1381,57.93,62,hard-shelled thing from which a young bird is born
concert,1382,57.92,62,musical entertainment given in public by one or more performers
shock,1383,57.92,62,sudden bad feeling caused by something unexpected
comfortable,1384,57.92,62,not being worried about something; at ease
usual,1385,57.92,62,being the way things occur most of the time
carefully,1386,57.91,62,in a manner that involves focus and care
pack,1387,57.91,62,to put things in a suitcase to go on a trip
recall,1388,57.91,62,to remember events or details of the past
wine,1389,57.9,62,alcoholic drink made from the juice of grapes
camera,1390,57.9,62,"object that takes pictures digitally, or on film"
swim,1391,57.9,62,to move through water by moving parts of the body
manufacture,1392,57.9,62,to produce large numbers of products in a factory
theater,1393,57.89,61,place where shows are performed on a stage
cycle,1394,57.88,61,series of regular and repeated actions
coffee,1395,57.87,61,a brown drink made from roasted beans and boiled water
totally,1396,57.87,61,in a complete way; completely; absolutely
museum,1397,57.87,61,"building to display art, science, or history objects"
visitor,1398,57.87,61,one who goes to a place to see it (or someone)
freedom,1399,57.86,61,"state of being free, not being controlled"
construction,1400,57.86,61,act of building something; thing that is built
dear,1401,57.86,61,loved or valued very much
objective,1402,57.84,61,something you decide you want to do; goal
moreover,1403,57.84,61,in addition to what has been said
onto,1404,57.84,61,movement towards a position that is on something
historical,1405,57.83,61,of or related to events or people in the past
oppose,1406,57.83,61,"to be against someone in a contest, game, or fight; to disagree"
branch,1407,57.82,61,a part of a tree that grows out from the main part; a part of an organization connected to but separate from the main office
vehicle,1408,57.82,61,machine (such as a car) that is used to carry things
scientist,1409,57.82,60,"a person who is trained to gain knowledge by making predictions, testing them, and developing theories"
route,1410,57.81,60,way to get from one place to another place
bind,1411,57.8,60,to join two or more things together to limit their freedom
belong,1412,57.8,60,to be a member of a particular group and feel welcomed
taste,1413,57.8,60,the particular quality of food or drink that can be sensed by a person's mouth
tonight,1414,57.79,60,night following this day
fashion,1415,57.79,60,style of dress or activity popular at some time
danger,1416,57.79,60,"possibility of getting hurt, damaged, or killed"
bomb,1417,57.79,60,a weapon designed to break apart very suddenly and violently
army,1418,57.79,60,large group of soldiers organized to fight in wars
dangerous,1419,57.77,60,involving the chance of hurt or damage; risky
decrease,1420,57.76,60,"to reduce the size, amount, or number of something"
hurt,1421,57.76,60,"to cause pain, damage, or injury"
council,1422,57.75,60,group chosen to make decisions about something
editor,1423,57.74,59,a person whose job is to correct and make changes to the contents of a book or magazine
normally,1424,57.74,59,in the manner that is usual or ordinary
sight,1425,57.74,59,the ability to see
generate,1426,57.73,59,to create or be produced or bring into existence
gift,1427,57.73,59,something given to another for a reason; present
delivery,1428,57.72,59,act of taking something to a person or place
deny,1429,57.72,59,to refuse to allow or accept something
guest,1430,57.72,59,person invited to visit or stay in someone's home
anybody,1431,57.71,59,any person; anyone
bedroom,1432,57.71,59,room for sleeping usually with a bed
quote,1433,57.71,59,to use someone's exact words in your writing or speech
climb,1434,57.7,59,to rise gradually and steadily to a higher point
basically,1435,57.7,59,in the most important ways even if not completely true
violence,1436,57.69,59,use of physical force to harm someone or damage something
minister,1437,57.69,59,an official who heads a government department
mainly,1438,57.68,59,mostly; usually; being the largest part
mouth,1439,57.68,59,part of the face used for eating and talking
noise,1440,57.68,59,a loud or unpleasant sound
manner,1441,57.67,59,that way that something happens or is done
gun,1442,57.67,58,a weapon that shoots small metal objects down a metal tube
square,1443,57.67,58,shape with four sides of equal length sides and four right (90°) angles
occasion,1444,57.65,58,particular time when something important or special happens
